Processors,Runtime
8, 1.003548437091353
16, 2.055345603801318
24, 5.021738323210354
32, 7.015320428650092
40, 8.856899846317723
48, 9.864072797204437
56, 11.82202707366645
64, 11.732977233305996



