Processors,Runtime
8, 1.983548437091353
16, 3.555345603801318
24, 6.321738323210354
32, 7.915320428650092
40, 9.856899846317723
48, 10.964072797204437
56, 12.92202707366645
64, 12.732977233305996



